Admin Graphql Api Id;Order Number;Billing Address Country;Billing Address First Name;Billing Address Last Name;Billing Address Province;Billing Address Zip;CITY;Currency;Customer Id;Invoice Date;Gateway;Product Id;Product Type;Variant Id;Quantity;Subtotal Price;Total Price Usd;Total Tax
gid://shopify/LineItem/2160815112270;6937; United States ;Bunni;Manlow;California;;ORANGE;USD;1719;2025-03-24 15:13:00;shopify_payments;6158163269.0;Walking Shoes;20057339269.0;1;547.13;601.843;54.713
gid://shopify/LineItem/2154745790542;2560; United States ;Roxana;McMillian;Georgia;49866.0;atlanta;USD;4531;2025-03-20 15:03:00;shopify_payments;8824571589.0;Walking Shoes;39734609029.0;1;944.13;1038.543;94.413
gid://shopify/LineItem/2156666486862;4090; United States ;Eda;Eberz;Arizona;32326.0;SCOTTSDALE;USD;3534;2025-03-21 22:46:00;paypal;8824571589.0;Walking Shoes;39734609029.0;1;562.13;618.343;56.213
gid://shopify/LineItem/2159423553614;5927; United States ;Iggie;Tunnick;California;32545.0;santa clara;USD;2665;2025-03-23 18:19:00;shopify_payments;8824571589.0;Walking Shoes;39734609029.0;1;727.13;799.843;72.713
gid://shopify/LineItem/2156700205134;4113; United States ;Emilia;Bilbie;District of Columbia;70613.0;WASHINGTON;USD;5184;2025-03-21 23:17:00;shopify_payments;8824571589.0;Walking Shoes;39734609029.0;1;529.53;582.483;52.953
gid://shopify/LineItem/2161105371214;7159; United States ;Lucio;Danilewicz;Florida;13505.0;jacksonville;USD;697;2025-03-24 18:29:00;shopify_payments;8824571589.0;Walking Shoes;39734609029.0;1;821.53;903.683;82.153
gid://shopify/LineItem/2161468571726;7402; United States ;Mada;O'Henery;South Carolina;29423.0;COLUMBIA;USD;1574;2025-03-24 23:14:00;shopify_payments;8824571589.0;Walking Shoes;39734609029.0;1;686.33;754.963;68.633
gid://shopify/LineItem/2151810007118;433; United States ;Harriett;Fetherstonhaugh;New York;10724.0;NEW YORK CITY;USD;5606;2025-03-18 13:45:00;gift_card;8824571589.0;Walking Shoes;39734609157.0;1;474.13;521.543;47.413
gid://shopify/LineItem/2156680052814;4104; United States ;Becka;Stanlike;Florida;97446.0;MIAMI;USD;3640;2025-03-21 23:00:00;amazon_payments;6479955205.0;Walking Shoes;21459704389.0;1;595.13;654.643;59.513
gid://shopify/LineItem/2155147133006;2985; United States ;Keslie;Sotheron;New Mexico;76285.0;ALBUQUERQUE;USD;2361;2025-03-20 20:33:00;gift_card;6479955205.0;Walking Shoes;21459704645.0;1;595.13;654.643;59.513
gid://shopify/LineItem/2153747775566;1817; United States ;Jehanna;McQuin;Texas;46221.0;SPRING;USD;3701;2025-03-19 19:07:00;amazon_payments;6137294981.0;Tennis Shoes;22619428677.0;1;527.13;579.843;52.713
gid://shopify/LineItem/2154416144462;2190; United States ;Lindsay;Gronav;Florida;66056.0;BRADENTON;USD;757;2025-03-20 10:07:00;shopify_payments;6137294981.0;Tennis Shoes;19946478341.0;1;527.13;579.843;52.713
gid://shopify/LineItem/2154658496590;2457; United States ;Kim;Ferrarin;Tennessee;67435.0;MEMPHIS;USD;5602;2025-03-20 13:46:00;gift_card;6137294981.0;Tennis Shoes;19946478341.0;1;509.53;560.483;50.953
gid://shopify/LineItem/2155970003022;3524; United States ;Augustine;Errichelli;Indiana;1443.0;GARY;USD;2796;2025-03-21 13:20:00;shopify_payments;6137294981.0;Tennis Shoes;19946478341.0;1;509.53;560.483;50.953
gid://shopify/LineItem/2160748396622;6892; United States ;Pen;Oleshunin;New York;;BROOKLYN;USD;5467;2025-03-24 14:27:00;shopify_payments;6137294981.0;Tennis Shoes;19946478341.0;1;587.93;646.723;58.793
gid://shopify/LineItem/2160318349390;6494; United States ;Dona;Culham;California;53581.0;STOCKTON;USD;5044;2025-03-24 10:11:00;paypal;6137294981.0;Tennis Shoes;19946478405.0;1;527.13;579.843;52.713
gid://shopify/LineItem/2151524663374;173; United States ;Lisetta;Penton;Louisiana;89377.0;NEW ORLEANS;USD;3353;2025-03-18 10:26:00;shopify_payments;6137294981.0;Tennis Shoes;19946478405.0;1;736.73;810.403;73.673
gid://shopify/LineItem/2158218510414;5285; United States ;Barnaby;Braden;Pennsylvania;39019.0;PITTSBURGH;USD;1005;2025-03-23 00:04:00;shopify_payments;6137294981.0;Tennis Shoes;19946477957.0;1;527.13;579.843;52.713
gid://shopify/LineItem/2153012625486;1134; United States ;Mortie;Adamek;Texas;46066.0;KATY;USD;1652;2025-03-19 10:39:00;paypal;6137294981.0;Tennis Shoes;19946477957.0;1;579.93;637.923;57.993
gid://shopify/LineItem/2154569236558;2377; United States ;Von;Dowdam;Texas;54381.0;TEXARKANA;USD;2011;2025-03-20 12:35:00;shopify_payments;6137294981.0;Tennis Shoes;19946477957.0;1;509.53;560.483;50.953
gid://shopify/LineItem/2157725122638;4959; United States ;Duncan;Jickells;Florida;;MIAMI;USD;956;2025-03-22 17:54:00;shopify_payments;6137294981.0;Tennis Shoes;19946477957.0;1;782.63;860.893;78.263
gid://shopify/LineItem/2152949678158;1069; United States ;Sheeree;Tather;Florida;72707.0;TAMPA;USD;5711;2025-03-19 09:48:00;shopify_payments;6137294981.0;Tennis Shoes;19946478469.0;1;527.13;579.843;52.713
gid://shopify/LineItem/2157811138638;5011; United States ;Nikita;Stirrip;Alabama;78325.0;HUNTSVILLE;USD;2210;2025-03-22 18:48:00;shopify_payments;6137294981.0;Tennis Shoes;19946478469.0;1;625.13;687.643;62.513
gid://shopify/LineItem/2153812885582;1871; United States ;Fred;Brice;Tennessee;14626.0;CHATTANOOGA;USD;1244;2025-03-19 20:00:00;shopify_payments;6137294981.0;Tennis Shoes;19946478021.0;1;658.33;724.163;65.833
gid://shopify/LineItem/2159186214990;5769; United States ;Hayyim;Matyja;Nevada;21478.0;LAS VEGAS;USD;4885;2025-03-23 15:38:00;shopify_payments;6137294981.0;Tennis Shoes;19946478021.0;1;587.93;646.723;58.793
gid://shopify/LineItem/2159408349262;5916; United States ;Kit;Wagner;Pennsylvania;21380.0;READING;USD;6335;2025-03-23 18:05:00;shopify_payments;6137294981.0;Tennis Shoes;19946478021.0;1;509.53;560.483;50.953
gid://shopify/LineItem/2160394436686;6570; United States ;Bear;Gunton;Alabama;;ANNISTON;USD;6162;2025-03-24 10:58:00;gift_card;6137294981.0;Tennis Shoes;19946478021.0;1;610.33;671.363;61.033
gid://shopify/LineItem/2153597894734;1671; United States ;Mellisa;Hynes;California;39505.0;LONG BEACH;USD;4057;2025-03-19 17:11:00;gift_card;6137294981.0;Tennis Shoes;19946478021.0;1;569.13;626.043;56.913
gid://shopify/LineItem/2161041244238;7104; United States ;Rhonda;Bulbrook;Texas;95354.0;CORPUS CHRISTI;USD;3910;2025-03-24 17:37:00;paypal;6137294981.0;Tennis Shoes;19946478021.0;1;1064.73;1171.203;106.473
gid://shopify/LineItem/2153034022990;1155; United States ;Sibbie;Rissen;District of Columbia;85180.0;WASHINGTON;USD;2121;2025-03-19 10:56:00;shopify_payments;6137294981.0;Tennis Shoes;19946478533.0;1;658.33;724.163;65.833
gid://shopify/LineItem/2155003019342;2832; United States ;Yehudit;Towlson;Virginia;39048.0;RICHMOND;USD;1948;2025-03-20 18:24:00;paypal;6137294981.0;Tennis Shoes;19946478533.0;1;509.53;560.483;50.953
gid://shopify/LineItem/2156183322702;3705; United States ;Rori;Pirrey;Texas;87451.0;HOUSTON;USD;2376;2025-03-21 16:00:00;shopify_payments;6137294981.0;Tennis Shoes;19946478533.0;1;579.93;637.923;57.993
gid://shopify/LineItem/2157127106638;4406; United States ;Sidney;Gascoyne;Pennsylvania;17178.0;PITTSBURGH;USD;5658;2025-03-22 10:30:00;shopify_payments;6137294981.0;Tennis Shoes;19946478533.0;1;648.73;713.603;64.873
gid://shopify/LineItem/2158227947598;5289; United States ;Lane;Blasik;Maryland;6424.0;BALTIMORE;USD;4797;2025-03-23 00:12:00;paypal;6137294981.0;Tennis Shoes;19946478533.0;1;652.13;717.343;65.213
gid://shopify/LineItem/2161193517134;7235; United States ;Silvie;Pepler;Iowa;;DES MOINES;USD;5552;2025-03-24 19:38:00;paypal;6137294981.0;Tennis Shoes;19946478533.0;1;625.13;687.643;62.513
gid://shopify/LineItem/2152600764494;937; United States ;Renell;Stangroom;Maryland;89746.0;BALTIMORE;USD;4153;2025-03-18 23:49:00;shopify_payments;6137294981.0;Tennis Shoes;19946478085.0;1;527.13;579.843;52.713
gid://shopify/LineItem/2153473540174;1538; United States ;Dionne;Wise;Texas;88025.0;HOUSTON;USD;1698;2025-03-19 15:46:00;shopify_payments;6137294981.0;Tennis Shoes;19946478085.0;1;527.13;579.843;52.713
gid://shopify/LineItem/2153519939662;1584; United States ;Goldie;Jirieck;California;4948.0;SANTA CRUZ;USD;3637;2025-03-19 16:18:00;shopify_payments;6137294981.0;Tennis Shoes;19946478085.0;1;585.13;643.643;58.513
gid://shopify/LineItem/2153766355022;1837; United States ;Sib;Lissandri;Oregon;25949.0;PORTLAND;USD;1294;2025-03-19 19:23:00;shopify_payments;6137294981.0;Tennis Shoes;19946478085.0;1;674.13;741.543;67.413
gid://shopify/LineItem/2154778394702;2603; United States ;Willamina;Awton;Wisconsin;;MADISON;USD;1842;2025-03-20 15:28:00;shopify_payments;6137294981.0;Tennis Shoes;19946478085.0;1;615.13;676.643;61.513
gid://shopify/LineItem/2156430983246;3914; United States ;Merrill;Davidowich;Michigan;41333.0;GRAND RAPIDS;USD;6441;2025-03-21 19:19:00;shopify_payments;6137294981.0;Tennis Shoes;19946478085.0;1;909.13;1000.043;90.913
gid://shopify/LineItem/2159246835790;5809; United States ;Bamby;Dumbare;Missouri;88005.0;KANSAS CITY;USD;1911;2025-03-23 16:18:00;shopify_payments;6137294981.0;Cycling Shoes;19946478085.0;1;527.13;579.843;52.713
gid://shopify/LineItem/2152017133646;580; United States ;Gianna;Emps;California;78715.0;TORRANCE;USD;6313;2025-03-18 15:57:00;shopify_payments;6137294981.0;Cycling Shoes;19946478085.0;1;579.93;637.923;57.993
gid://shopify/LineItem/2154572775502;2380; United States ;Ediva;Alentyev;District of Columbia;81450.0;WASHINGTON;USD;3297;2025-03-20 12:38:00;shopify_payments;6137294981.0;Cycling Shoes;19946478085.0;1;509.53;560.483;50.953
gid://shopify/LineItem/2157108723790;4379; United States ;Lora;Island;Louisiana;52.0;LAFAYETTE;USD;170;2025-03-22 10:14:00;shopify_payments;6137294981.0;Cycling Shoes;19946478085.0;1;509.53;560.483;50.953
gid://shopify/LineItem/2152504655950;892; United States ;Adi;Jerrems;Kansas;76037.0;TOPEKA;USD;1457;2025-03-18 22:16:00;gift_card;6137294981.0;Cycling Shoes;19946478085.0;1;509.53;560.483;50.953
gid://shopify/LineItem/2157805535310;5007; United States ;Avis;Bushrod;Alabama;;BIRMINGHAM;USD;3970;2025-03-22 18:44:00;gift_card;6137294981.0;Cycling Shoes;19946478085.0;1;509.53;560.483;50.953
gid://shopify/LineItem/2161367285838;7343; United States ;Rossy;McGauhy;Pennsylvania;83354.0;SCRANTON;USD;4456;2025-03-24 21:48:00;gift_card;6137294981.0;Cycling Shoes;19946478085.0;1;504.13;554.543;50.413
gid://shopify/LineItem/2156640174158;4074; United States ;Benoit;Chattock;Nebraska;50843.0;LINCOLN;USD;5257;2025-03-21 22:25:00;shopify_payments;6137294981.0;Cycling Shoes;19946478597.0;1;527.13;579.843;52.713
gid://shopify/LineItem/2160270934094;6432; United States ;Fayina;Dorgon;Texas;91461.0;dallas;USD;4481;2025-03-24 09:36:00;shopify_payments;6137294981.0;Cycling Shoes;19946478149.0;1;615.13;676.643;61.513
gid://shopify/LineItem/2160355573838;6532; United States ;Bud;Pundy;Washington;47200.0;VANCOUVER;USD;5114;2025-03-24 10:34:00;shopify_payments;6137294981.0;Cycling Shoes;19946478149.0;1;615.13;676.643;61.513
gid://shopify/LineItem/2152650670158;958; United States ;Norrie;Peet;California;64290.0;san francisco;USD;1627;2025-03-19 00:49:00;shopify_payments;6137294981.0;Cycling Shoes;19946478149.0;1;509.53;560.483;50.953
gid://shopify/LineItem/2156115296334;3647; United States ;Miner;Connechie;Louisiana;92573.0;NEW ORLEANS;USD;6034;2025-03-21 15:09:00;gift_card;6137294981.0;Cycling Shoes;19946478149.0;1;439.13;483.043;43.913
gid://shopify/LineItem/2151436157006;88; United States ;Erika;Rosengren;Georgia;;ALBANY;USD;2772;2025-03-18 09:00:00;gift_card;6137294981.0;Cycling Shoes;19946478149.0;1;509.53;560.483;50.953
gid://shopify/LineItem/2151445725262;101; United States ;Perice;Moppett;Ohio;23773.0;AKRON;USD;4345;2025-03-18 09:11:00;gift_card;6137294981.0;Cycling Shoes;19946478149.0;1;509.53;560.483;50.953
gid://shopify/LineItem/2154924245070;2741; United States ;Dorene;Danelutti;Tennessee;60290.0;NASHVILLE;USD;4552;2025-03-20 17:22:00;gift_card;6137294981.0;Walking Shoes;19946478149.0;1;509.53;560.483;50.953
gid://shopify/LineItem/2152562950222;921; United States ;Malissia;Leaver;Massachusetts;85300.0;BOSTON;USD;176;2025-03-18 23:12:00;shopify_payments;6137294981.0;Walking Shoes;19946478213.0;1;869.13;956.043;86.913
gid://shopify/LineItem/2157269090382;4562; United States ;Auguste;Ram;California;20126.0;STOCKTON;USD;4270;2025-03-22 12:17:00;shopify_payments;6137294981.0;Walking Shoes;19946478213.0;1;439.13;483.043;43.913
gid://shopify/LineItem/2157883916366;5076; United States ;Francesca;Gellibrand;Georgia;66017.0;SAVANNAH;USD;1192;2025-03-22 19:41:00;shopify_payments;150000000000.0;Walking Shoes;1470000000000.0;1;484.13;532.543;48.413
gid://shopify/LineItem/2153115484238;1239; United States ;Demetria;Ohanessian;North Carolina;56200.0;WINSTON SALEM;USD;3587;2025-03-19 11:54:00;shopify_payments;1380000000000.0;Walking Shoes;12400000000000.0;1;613.13;674.443;61.313
gid://shopify/LineItem/2160313008206;6485; United States ;Nonnah;Couve;Texas;45101.0;HOUSTON;USD;4592;2025-03-24 10:08:00;shopify_payments;1380000000000.0;Walking Shoes;12400000000000.0;1;485.53;534.083;48.553
gid://shopify/LineItem/2159173697614;5760; United States ;Daphne;Klimecki;California;;san jose;USD;406;2025-03-23 15:30:00;gift_card;1380000000000.0;Walking Shoes;12400000000000.0;1;537.13;590.843;53.713
gid://shopify/LineItem/2155168759886;3003; United States ;Marci;Coller;Ohio;68727.0;COLUMBUS;USD;3037;2025-03-20 20:51:00;gift_card;1380000000000.0;Walking Shoes;12400000000000.0;1;490.13;539.143;49.013
gid://shopify/LineItem/2157294682190;4588; United States ;Felicia;O'Duggan;Colorado;66334.0;AURORA;USD;997;2025-03-22 12:36:00;paypal;1380000000000.0;Walking Shoes;12400000000000.0;1;497.13;546.843;49.713
gid://shopify/LineItem/2160544284750;6710; United States ;Clerissa;Doel;Kansas;14488.0;TOPEKA;USD;4485;2025-03-24 12:22:00;shopify_payments;1380000000000.0;Walking Shoes;12400000000000.0;1;497.13;546.843;49.713
gid://shopify/LineItem/2160320675918;6498; United States ;Kennan;Bruinemann;New York;89313.0;SCHENECTADY;USD;3528;2025-03-24 10:13:00;shopify_payments;1380000000000.0;Walking Shoes;12400000000000.0;1;915.93;1007.523;91.593
gid://shopify/LineItem/2160714416206;6857; United States ;Clayborn;Devine;Michigan;65036.0;SAGINAW;USD;4378;2025-03-24 14:06:00;paypal;1380000000000.0;Walking Shoes;12400000000000.0;1;541.13;595.243;54.113
gid://shopify/LineItem/2161032134734;7096; United States ;Steward;Ausiello;District of Columbia;;WASHINGTON;USD;2967;2025-03-24 17:30:00;shopify_payments;1380000000000.0;Walking Shoes;12400000000000.0;1;482.63;530.893;48.263
gid://shopify/LineItem/2153079767118;1201; United States ;Di;Jenkinson;Oregon;11608.0;PORTLAND;USD;4441;2025-03-19 11:31:00;paypal;1380000000000.0;Walking Shoes;12400000000000.0;1;497.13;546.843;49.713
gid://shopify/LineItem/2156286541902;3793; United States ;Josias;Clemensen;Tennessee;92596.0;KINGSPORT;USD;5640;2025-03-21 17:17:00;shopify_payments;1380000000000.0;Walking Shoes;12400000000000.0;1;497.13;546.843;49.713
gid://shopify/LineItem/2158198325326;5278; United States ;Christophe;Dillintone;Iowa;25378.0;DES MOINES;USD;2254;2025-03-22 23:48:00;shopify_payments;1380000000000.0;Walking Shoes;12400000000000.0;1;497.13;546.843;49.713
gid://shopify/LineItem/2158641381454;5432; United States ;Elden;Joss;California;55331.0;SAN DIEGO;USD;577;2025-03-23 10:01:00;shopify_payments;1380000000000.0;Walking Shoes;12400000000000.0;1;497.13;546.843;49.713
gid://shopify/LineItem/2159586934862;6034; United States ;Dawn;Gammill;Colorado;49266.0;DENVER;USD;4310;2025-03-23 20:23:00;shopify_payments;1380000000000.0;Walking Shoes;12400000000000.0;1;555.13;610.643;55.513
gid://shopify/LineItem/2160322805838;6502; United States ;Ara;Tims;Washington;46424.0;SEATTLE;USD;4381;2025-03-24 10:14:00;paypal;1380000000000.0;Walking Shoes;12400000000000.0;1;497.13;546.843;49.713
gid://shopify/LineItem/2160674406478;6813; United States ;Dom;Towl;New York;81386.0;NEW YORK CITY;USD;5122;2025-03-24 13:42:00;paypal;1380000000000.0;Walking Shoes;12400000000000.0;1;613.13;674.443;61.313
gid://shopify/LineItem/2152998109262;1122; United States ;Tamra;Gabbett;Michigan;35756.0;BATTLE CREEK;USD;2860;2025-03-19 10:29:00;shopify_payments;1380000000000.0;Walking Shoes;12400000000000.0;1;664.73;731.203;66.473
gid://shopify/LineItem/2153735913550;1805; United States ;Normie;Parkyns;Virginia;39555.0;RICHMOND;USD;3008;2025-03-19 19:00:00;shopify_payments;1380000000000.0;Walking Shoes;12400000000000.0;1;671.13;738.243;67.113
gid://shopify/LineItem/2157977108558;5153; United States ;Toinette;Roger;Ohio;12423.0;CLEVELAND;USD;5934;2025-03-22 20:49:00;amazon_payments;1380000000000.0;Walking Shoes;12400000000000.0;1;485.53;534.083;48.553
gid://shopify/LineItem/2159219146830;5787; United States ;Rooney;McLay;West Virginia;93410.0;charleston;USD;4409;2025-03-23 16:00:00;shopify_payments;1380000000000.0;Walking Shoes;12400000000000.0;1;526.13;578.743;52.613
gid://shopify/LineItem/2159389081678;5906; United States ;Nat;Paolacci;Texas;22580.0;HOUSTON;USD;5816;2025-03-23 17:51:00;paypal;1380000000000.0;Walking Shoes;12400000000000.0;1;548.63;603.493;54.863
gid://shopify/LineItem/2159089025102;5694; United States ;Cyb;Gatheral;California;8012.0;FRESNO;USD;4432;2025-03-23 14:34:00;gift_card;1380000000000.0;Walking Shoes;12400000000000.0;1;490.13;539.143;49.013
gid://shopify/LineItem/2158934425678;5597; United States ;Wes;Sponder;Michigan;59679.0;MUSKEGON;USD;1854;2025-03-23 12:56:00;gift_card;1380000000000.0;Walking Shoes;12400000000000.0;1;1041.13;1145.243;104.113
gid://shopify/LineItem/2160741187662;6883; United States ;Hew;Parres;Georgia;21606.0;atlanta;USD;3924;2025-03-24 14:23:00;shopify_payments;1380000000000.0;Walking Shoes;12400000000000.0;1;531.93;585.123;53.193
gid://shopify/LineItem/2161085218894;7144; United States ;Cyndia;Bertwistle;Minnesota;63436.0;minneapolis;USD;4327;2025-03-24 18:14:00;shopify_payments;1380000000000.0;Walking Shoes;12400000000000.0;1;497.13;546.843;49.713
gid://shopify/LineItem/2161192009806;7233; United States ;Parsifal;Sherwill;Texas;76778.0;LUBBOCK;USD;499;2025-03-24 19:37:00;paypal;1380000000000.0;Walking Shoes;12400000000000.0;1;613.13;674.443;61.313
gid://shopify/LineItem/2161369579598;7346; United States ;Richardo;Hanscombe;Indiana;;TERRE HAUTE;USD;435;2025-03-24 21:50:00;paypal;1380000000000.0;Walking Shoes;12400000000000.0;1;613.13;674.443;61.313
gid://shopify/LineItem/2157828472910;5023; United States ;Fayth;Coppo;New York;31206.0;SYRACUSE;USD;4133;2025-03-22 19:00:00;paypal;1380000000000.0;Walking Shoes;12400000000000.0;1;717.53;789.283;71.753
gid://shopify/LineItem/2153225683022;1342; United States ;Eleanore;Selbie;Nebraska;43109.0;OMAHA;USD;1627;2025-03-19 13:06:00;shopify_payments;1380000000000.0;Walking Shoes;12400000000000.0;1;729.13;802.043;72.913
gid://shopify/LineItem/2154716037198;2524; United States ;Tadeas;Forson;Florida;53298.0;MIAMI;USD;5435;2025-03-20 14:38:00;shopify_payments;1380000000000.0;Walking Shoes;12400000000000.0;1;497.13;546.843;49.713
gid://shopify/LineItem/2158655504462;5444; United States ;Frederick;Mattessen;Washington;58668.0;SEATTLE;USD;3367;2025-03-23 10:09:00;shopify_payments;1380000000000.0;Walking Shoes;12400000000000.0;1;485.53;534.083;48.553
gid://shopify/LineItem/2160274407502;6439; United States ;Conrade;Smallthwaite;Minnesota;64237.0;maple plain;USD;2529;2025-03-24 09:40:00;paypal;1380000000000.0;Walking Shoes;12400000000000.0;1;547.93;602.723;54.793
gid://shopify/LineItem/2161176969294;7218; United States ;Urson;Cushion;California;85834.0;SAN DIEGO;USD;2242;2025-03-24 19:26:00;shopify_payments;1380000000000.0;Walking Shoes;12400000000000.0;1;671.13;738.243;67.113
gid://shopify/LineItem/2161377116238;7350; United States ;Pippa;Baldrey;Florida;82949.0;FORT LAUDERDALE;USD;4763;2025-03-24 21:55:00;shopify_payments;1380000000000.0;Cycling Shoes;12400000000000.0;1;497.13;546.843;49.713
gid://shopify/LineItem/2157190676558;4481; United States ;Lyda;Girardot;California;41369.0;SACRAMENTO;USD;2564;2025-03-22 11:19:00;shopify_payments;1380000000000.0;Walking Shoes;12400000000000.0;1;624.73;687.203;62.473
gid://shopify/LineItem/2159177465934;5763; United States ;Sabina;Mosten;New York;28879.0;NEW YORK CITY;USD;5392;2025-03-23 15:32:00;shopify_payments;1380000000000.0;Walking Shoes;12400000000000.0;1;531.93;585.123;53.193
gid://shopify/LineItem/2152098889806;648; United States ;Benn;Oakhill;New York;44621.0;NEW YORK CITY;USD;1871;2025-03-18 16:51:00;gift_card;1380000000000.0;Walking Shoes;12400000000000.0;1;490.13;539.143;49.013
gid://shopify/LineItem/2154664427598;2466; United States ;Kayne;Thying;Florida;96330.0;NAPLES;USD;6224;2025-03-20 13:50:00;paypal;1380000000000.0;Walking Shoes;12400000000000.0;1;485.53;534.083;48.553
gid://shopify/LineItem/2153499557966;1559; United States ;Clerc;Pennino;New Jersey;;TRENTON;USD;1063;2025-03-19 16:01:00;gift_card;1380000000000.0;Walking Shoes;12400000000000.0;1;497.13;546.843;49.713
gid://shopify/LineItem/2158648721486;5440; United States ;Celeste;Buessen;Connecticut;70647.0;WEST HARTFORD;USD;4500;2025-03-23 10:06:00;manual;1380000000000.0;Walking Shoes;12400000000000.0;1;497.13;546.843;49.713
gid://shopify/LineItem/2152921333838;1042; United States ;Pascal;Ransbury;Florida;39435.0;JACKSONVILLE;USD;1913;2025-03-19 09:17:00;gift_card;1380000000000.0;Walking Shoes;12400000000000.0;1;490.13;539.143;49.013
gid://shopify/LineItem/2160811802702;6935; United States ;Tabb;Seatter;Texas;40093.0;austin;USD;462;2025-03-24 15:11:00;shopify_payments;1380000000000.0;Walking Shoes;12400000000000.0;1;671.13;738.243;67.113
gid://shopify/LineItem/2154131226702;2050; United States ;Shaina;Arnecke;Texas;25276.0;dallas;USD;4901;2025-03-20 01:07:00;shopify_payments;1380000000000.0;Walking Shoes;12400000000000.0;1;565.13;621.643;56.513
gid://shopify/LineItem/2155105583182;2946; United States ;Elora;Rowswell;Florida;;FORT LAUDERDALE;USD;1934;2025-03-20 19:55:00;amazon_payments;1380000000000.0;Walking Shoes;12400000000000.0;1;497.13;546.843;49.713
gid://shopify/LineItem/2159214067790;5779; United States ;Gratia;Aleshintsev;Illinois;1295.0;CHICAGO;USD;1220;2025-03-23 15:57:00;paypal;1380000000000.0;Walking Shoes;12400000000000.0;1;595.13;654.643;59.513
gid://shopify/LineItem/2154506190926;2311; United States ;Hagen;Nendick;California;;torrance;USD;3788;2025-03-20 11:43:00;shopify_payments;1380000000000.0;Walking Shoes;12400000000000.0;1;485.53;534.083;48.553
gid://shopify/LineItem/2154600104014;2399; United States ;Layla;O' Mullan;Washington;58332.0;seattle;USD;2591;2025-03-20 12:57:00;shopify_payments;1380000000000.0;Walking Shoes;12400000000000.0;1;539.93;593.923;53.993
gid://shopify/LineItem/2159324266574;5857; United States ;Josee;Dowles;Georgia;16538.0;ALPHARETTA;USD;5913;2025-03-23 17:06:00;shopify_payments;1380000000000.0;Walking Shoes;12400000000000.0;1;505.53;556.083;50.553
gid://shopify/LineItem/2157374079054;4666; United States ;Sonnnie;Berg;West Virginia;67147.0;HUNTINGTON;USD;6141;2025-03-22 13:35:00;shopify_payments;1380000000000.0;Walking Shoes;12400000000000.0;1;749.53;824.483;74.953
